model,sea,metric,value,forecast_len,step
baseline_repeat,Barents Sea,rmse,0.0821545384824276,7,1d
baseline_repeat,Barents Sea,psnr,21.764369010925293,7,1d
baseline_repeat,Barents Sea,ssim,0.8965507596731186,7,1d
baseline_repeat,Barents Sea,iou,0.8688855692744255,7,1d
baseline_repeat,Barents Sea,bin_accuracy,0.9752143397927284,7,1d
baseline_repeat,Chukchi Sea,mae,0.0283236305695027,7,1d
baseline_repeat,Chukchi Sea,rmse,0.0788458450697362,7,1d
baseline_repeat,Chukchi Sea,psnr,22.184123277664185,7,1d
baseline_repeat,Chukchi Sea,ssim,0.8845589309930801,7,1d
baseline_repeat,Chukchi Sea,iou,0.8851857408881187,7,1d
baseline_repeat,Chukchi Sea,bin_accuracy,0.9788047522306442,7,1d
baseline_repeat,Kara Sea,mae,0.0265975599177181,7,1d
baseline_repeat,Kara Sea,rmse,0.0792829208076,7,1d
baseline_repeat,Kara Sea,psnr,22.046283721923828,7,1d
baseline_repeat,Kara Sea,ssim,0.910152368247509,7,1d
baseline_repeat,Kara Sea,iou,0.9196467846632004,7,1d
baseline_repeat,Kara Sea,bin_accuracy,0.9800703898072244,7,1d
baseline_repeat,Laptev Sea,mae,0.0135970236733555,7,1d
baseline_repeat,Laptev Sea,rmse,0.0522754285484552,7,1d
baseline_repeat,Laptev Sea,psnr,25.78753399848938,7,1d
baseline_repeat,Laptev Sea,ssim,0.956125281751156,7,1d
baseline_repeat,Laptev Sea,iou,0.934601865708828,7,1d
baseline_repeat,Laptev Sea,bin_accuracy,0.9914994910359384,7,1d
baseline_repeat,Sea of Japan,mae,0.0032869510978343,7,1d
baseline_repeat,Sea of Japan,rmse,0.0264775601681321,7,1d
baseline_repeat,Sea of Japan,psnr,31.509171962738037,7,1d
baseline_repeat,Sea of Japan,ssim,0.9623712450265884,7,1d
baseline_repeat,Sea of Japan,iou,0.4579561799764633,7,1d
baseline_repeat,Sea of Japan,bin_accuracy,0.9941771775484084,7,1d
baseline_mean,Barents Sea,mae,0.0374495456926524,7,1d
baseline_mean,Barents Sea,rmse,0.1043730517849326,7,1d
baseline_mean,Barents Sea,psnr,19.66626739501953,7,1d
baseline_mean,Barents Sea,ssim,0.8580758199095726,7,1d
baseline_mean,Barents Sea,iou,0.817674919962883,7,1d
baseline_mean,Barents Sea,bin_accuracy,0.9644443690776824,7,1d
baseline_mean,Chukchi Sea,mae,0.0444289902225136,7,1d
baseline_mean,Chukchi Sea,rmse,0.112137340940535,7,1d
baseline_mean,Chukchi Sea,psnr,19.11554503440857,7,1d
baseline_mean,Chukchi Sea,ssim,0.8283843249082565,7,1d
baseline_mean,Chukchi Sea,iou,0.8420126065611839,7,1d
baseline_mean,Chukchi Sea,bin_accuracy,0.965275451540947,7,1d
baseline_mean,Kara Sea,mae,0.0386390234343707,7,1d
baseline_mean,Kara Sea,rmse,0.1045749820768833,7,1d
baseline_mean,Kara Sea,psnr,19.636058807373047,7,1d
baseline_mean,Kara Sea,ssim,0.8721868321299553,7,1d
baseline_mean,Kara Sea,iou,0.8817775323987007,7,1d
baseline_mean,Kara Sea,bin_accuracy,0.969700150191784,7,1d
baseline_mean,Laptev Sea,mae,0.0214350414462387,7,1d
baseline_mean,Laptev Sea,rmse,0.0766560337506234,7,1d
baseline_mean,Laptev Sea,psnr,22.576486349105835,7,1d
baseline_mean,Laptev Sea,ssim,0.9347035810351372,7,1d
baseline_mean,Laptev Sea,iou,0.9037876725196838,7,1d
baseline_mean,Laptev Sea,bin_accuracy,0.9850536212325096,7,1d
baseline_mean,Sea of Japan,mae,0.004443389145308174,7,1d
baseline_mean,Sea of Japan,rmse,0.03285877383314073,7,1d
baseline_mean,Sea of Japan,psnr,29.54703426361084,7,1d
baseline_mean,Sea of Japan,ssim,0.9605474397540092,7,1d
baseline_mean,Sea of Japan,iou,0.42528922483325005,7,1d
baseline_mean,Sea of Japan,bin_accuracy,0.992679201066494,7,1d
convlstm,Barents Sea,mae,0.0572961366011036,52,1w
convlstm,Barents Sea,rmse,0.1595783349540498,52,1w
convlstm,Barents Sea,psnr,15.948076883951822,52,1w
convlstm,Barents Sea,ssim,0.7847373816702101,52,1w
convlstm,Barents Sea,iou,0.7665581107139587,52,1w
convlstm,Barents Sea,bin_accuracy,0.9406579865349664,52,1w
convlstm,Chukchi Sea,mae,0.0619567645092805,52,1w
convlstm,Chukchi Sea,rmse,0.1625962224271562,52,1w
convlstm,Chukchi Sea,psnr,15.79696167839898,52,1w
convlstm,Chukchi Sea,ssim,0.7513460053337945,52,1w
convlstm,Chukchi Sea,iou,0.8713266187243991,52,1w
convlstm,Chukchi Sea,bin_accuracy,0.9378841519355774,52,1w
convlstm,Kara Sea,mae,0.0546925808820459,52,1w
convlstm,Kara Sea,rmse,0.1489128222068151,52,1w
convlstm,Kara Sea,psnr,16.550934685601128,52,1w
convlstm,Kara Sea,ssim,0.8109785053465102,52,1w
convlstm,Kara Sea,iou,0.8634919855329726,52,1w
convlstm,Kara Sea,bin_accuracy,0.9525061183505588,52,1w
convlstm,Laptev Sea,mae,0.0306663347615136,52,1w
convlstm,Laptev Sea,rmse,0.1080990044607056,52,1w
convlstm,Laptev Sea,psnr,19.40033785502116,52,1w
convlstm,Laptev Sea,ssim,0.9074477950731912,52,1w
convlstm,Laptev Sea,iou,0.9127066598998176,52,1w
convlstm,Laptev Sea,bin_accuracy,0.9748487207624648,52,1w
convlstm,Sea of Japan,mae,0.0067488425411283,52,1w
convlstm,Sea of Japan,rmse,0.0511332613726457,52,1w
convlstm,Sea of Japan,psnr,25.774397532145183,52,1w
convlstm,Sea of Japan,ssim,0.9238961405224272,52,1w
convlstm,Sea of Japan,iou,0.4616741339365641,52,1w
convlstm,Sea of Japan,bin_accuracy,0.9889542924033272,52,1w
convlstm,Barents Sea,mae,0.0616730256006121,32,1w
convlstm,Barents Sea,rmse,0.1687214076519012,32,1w
convlstm,Barents Sea,psnr,15.533925692240397,32,1w
convlstm,Barents Sea,ssim,0.7756147434314092,32,1w
convlstm,Barents Sea,iou,0.7491691708564758,32,1w
convlstm,Barents Sea,bin_accuracy,0.936188131570816,32,1w
convlstm,Chukchi Sea,mae,0.0670897150412201,32,1w
convlstm,Chukchi Sea,rmse,0.1715344314773877,32,1w
convlstm,Chukchi Sea,psnr,15.51219375928243,32,1w
convlstm,Chukchi Sea,ssim,0.7464082688093185,32,1w
convlstm,Chukchi Sea,iou,0.8396485696236292,32,1w
convlstm,Chukchi Sea,bin_accuracy,0.9315626720587412,32,1w
convlstm,Kara Sea,mae,0.058267512358725,32,1w
convlstm,Kara Sea,rmse,0.1554850476483504,32,1w
convlstm,Kara Sea,psnr,16.22450049718221,32,1w
convlstm,Kara Sea,ssim,0.8020277818044027,32,1w
convlstm,Kara Sea,iou,0.8404578417539597,32,1w
convlstm,Kara Sea,bin_accuracy,0.9475000947713852,32,1w
convlstm,Laptev Sea,mae,0.0331657271211346,32,1w
convlstm,Laptev Sea,rmse,0.1118711537371079,32,1w
convlstm,Laptev Sea,psnr,19.380057334899902,32,1w
convlstm,Laptev Sea,ssim,0.8974210172891617,32,1w
convlstm,Laptev Sea,iou,0.8922653198242188,32,1w
convlstm,Laptev Sea,bin_accuracy,0.9713161587715148,32,1w
convlstm,Sea of Japan,mae,0.0049441517039667,32,1w
convlstm,Sea of Japan,rmse,0.0377775168356796,32,1w
convlstm,Sea of Japan,psnr,28.612194220225017,32,1w
convlstm,Sea of Japan,ssim,0.9366110215584436,32,1w
convlstm,Sea of Japan,iou,0.5178846543033918,32,1w
convlstm,Sea of Japan,bin_accuracy,0.9918085436026256,32,1w
convlstm,Barents Sea,mae,0.0605062767863273,12,1m
convlstm,Barents Sea,rmse,0.1627073213458061,12,1m
convlstm,Barents Sea,psnr,15.775124073028564,12,1m
convlstm,Barents Sea,ssim,0.7592174708843231,12,1m
convlstm,Barents Sea,iou,0.7523010075092316,12,1m
convlstm,Barents Sea,bin_accuracy,0.93754842877388,12,1m
convlstm,Chukchi Sea,mae,0.061281343922019,12,1m
convlstm,Chukchi Sea,rmse,0.1622954905033111,12,1m
convlstm,Chukchi Sea,psnr,15.845595836639404,12,1m
convlstm,Chukchi Sea,ssim,0.7481897175312042,12,1m
convlstm,Chukchi Sea,iou,0.8738788962364197,12,1m
convlstm,Chukchi Sea,bin_accuracy,0.9393097460269928,12,1m
convlstm,Kara Sea,mae,0.0607978217303752,12,1m
convlstm,Kara Sea,rmse,0.1611997112631797,12,1m
convlstm,Kara Sea,psnr,15.853535652160645,12,1m
convlstm,Kara Sea,ssim,0.793855220079422,12,1m
convlstm,Kara Sea,iou,0.8434044718742371,12,1m
convlstm,Kara Sea,bin_accuracy,0.9446107447147368,12,1m
convlstm,Laptev Sea,mae,0.0294669922441244,12,1m
convlstm,Laptev Sea,rmse,0.1027586422860622,12,1m
convlstm,Laptev Sea,psnr,19.786980628967285,12,1m
convlstm,Laptev Sea,ssim,0.907707929611206,12,1m
convlstm,Laptev Sea,iou,0.9240443706512452,12,1m
convlstm,Laptev Sea,bin_accuracy,0.978187382221222,12,1m
convlstm,Sea of Japan,mae,0.0103226471692323,12,1m
convlstm,Sea of Japan,rmse,0.0756173431873321,12,1m
convlstm,Sea of Japan,psnr,22.08117389678955,12,1m
convlstm,Sea of Japan,ssim,0.9170055985450744,12,1m
convlstm,Sea of Japan,iou,0.0,12,1m
convlstm,Sea of Japan,bin_accuracy,0.9819014966487885,12,1m
convlstm,Barents Sea,mae,0.0701761823147535,6,1m
convlstm,Barents Sea,rmse,0.1803259737789631,6,1m
convlstm,Barents Sea,psnr,14.883718252182009,6,1m
convlstm,Barents Sea,ssim,0.7389085292816162,6,1m
convlstm,Barents Sea,iou,0.7127512395381927,6,1m
convlstm,Barents Sea,bin_accuracy,0.9243455827236176,6,1m
convlstm,Chukchi Sea,mae,0.0618000505492091,6,1m
convlstm,Chukchi Sea,rmse,0.1641888301819563,6,1m
convlstm,Chukchi Sea,psnr,15.823758840560911,6,1m
convlstm,Chukchi Sea,ssim,0.7757882475852966,6,1m
convlstm,Chukchi Sea,iou,0.8635890185832977,6,1m
convlstm,Chukchi Sea,bin_accuracy,0.9451145827770232,6,1m
convlstm,Kara Sea,mae,0.06988519243896,6,1m
convlstm,Kara Sea,rmse,0.1772557310760021,6,1m
convlstm,Kara Sea,psnr,15.038801908493042,6,1m
convlstm,Kara Sea,ssim,0.7812558561563492,6,1m
convlstm,Kara Sea,iou,0.8233755230903625,6,1m
convlstm,Kara Sea,bin_accuracy,0.9368056654930116,6,1m
convlstm,Laptev Sea,mae,0.0331849129870533,6,1m
convlstm,Laptev Sea,rmse,0.1135623753070831,6,1m
convlstm,Laptev Sea,psnr,19.0398383140564,6,1m
convlstm,Laptev Sea,ssim,0.9007773101329803,6,1m
convlstm,Laptev Sea,iou,0.916395753622055,6,1m
convlstm,Laptev Sea,bin_accuracy,0.9778097867965698,6,1m
convlstm,Sea of Japan,mae,0.0064337440999224,6,1m
convlstm,Sea of Japan,rmse,0.0435800915583968,6,1m
convlstm,Sea of Japan,psnr,26.69056749343872,6,1m
convlstm,Sea of Japan,ssim,0.9157183915376664,6,1m
convlstm,Sea of Japan,iou,0.4451189786195755,6,1m
convlstm,Sea of Japan,bin_accuracy,0.9893723130226136,6,1m
convlstm,Barents Sea,mae,0.026080306854099,7,1d
convlstm,Barents Sea,rmse,0.0751657248735427,7,1d
convlstm,Barents Sea,psnr,23.27000340270996,7,1d
convlstm,Barents Sea,ssim,0.8997446060180664,7,1d
convlstm,Barents Sea,iou,0.8755591306686401,7,1d
convlstm,Barents Sea,bin_accuracy,0.9762374086380003,7,1d
convlstm,Chukchi Sea,mae,0.0257188267870806,7,1d
convlstm,Chukchi Sea,rmse,0.060205502834171,7,1d
convlstm,Chukchi Sea,psnr,25.9714786529541,7,1d
convlstm,Chukchi Sea,ssim,0.8980745530128479,7,1d
convlstm,Chukchi Sea,iou,0.8871318333148956,7,1d
convlstm,Chukchi Sea,bin_accuracy,0.9808694982528686,7,1d
convlstm,Kara Sea,mae,0.0251154280295595,7,1d
convlstm,Kara Sea,rmse,0.0701040040105581,7,1d
convlstm,Kara Sea,psnr,23.685920623779296,7,1d
convlstm,Kara Sea,ssim,0.9187907409667968,7,1d
convlstm,Kara Sea,iou,0.925817368030548,7,1d
convlstm,Kara Sea,bin_accuracy,0.9818010692596436,7,1d
convlstm,Laptev Sea,mae,0.0121516855778172,7,1d
convlstm,Laptev Sea,rmse,0.0371117140725255,7,1d
convlstm,Laptev Sea,psnr,30.431705276489257,7,1d
convlstm,Laptev Sea,ssim,0.9624948511123658,7,1d
convlstm,Laptev Sea,iou,0.9376504096984865,7,1d
convlstm,Laptev Sea,bin_accuracy,0.9927444462776184,7,1d
convlstm,Sea of Japan,mae,0.0031170118323061,7,1d
convlstm,Sea of Japan,rmse,0.0195494058111216,7,1d
convlstm,Sea of Japan,psnr,-inf,7,1d
convlstm,Sea of Japan,ssim,0.97059708070755,7,1d
convlstm,Sea of Japan,iou,0.4524284374266863,7,1d
convlstm,Sea of Japan,bin_accuracy,0.994921232700348,7,1d
convlstm,Barents Sea,mae,0.0407211189468701,30,1d
convlstm,Barents Sea,rmse,0.1148118012584746,30,1d
convlstm,Barents Sea,psnr,19.366108441352843,30,1d
convlstm,Barents Sea,ssim,0.8401857122778893,30,1d
convlstm,Barents Sea,iou,0.7894076312581698,30,1d
convlstm,Barents Sea,bin_accuracy,0.9607704748709996,30,1d
convlstm,Chukchi Sea,mae,0.0447473648702725,30,1d
convlstm,Chukchi Sea,rmse,0.1025018502026796,30,1d
convlstm,Chukchi Sea,psnr,21.521279780069985,30,1d
convlstm,Chukchi Sea,ssim,0.7946554514269034,30,1d
convlstm,Chukchi Sea,iou,0.7847063936293125,30,1d
convlstm,Chukchi Sea,bin_accuracy,0.9606538698077202,30,1d
convlstm,Kara Sea,mae,0.0416834736630941,30,1d
convlstm,Kara Sea,rmse,0.1141459034445385,30,1d
convlstm,Kara Sea,psnr,19.223542165756225,30,1d
convlstm,Kara Sea,ssim,0.8592362895607948,30,1d
convlstm,Kara Sea,iou,0.862055933723847,30,1d
convlstm,Kara Sea,bin_accuracy,0.9671585788329442,30,1d
convlstm,Laptev Sea,mae,0.0265435500846554,30,1d
convlstm,Laptev Sea,rmse,0.0746605464722961,30,1d
convlstm,Laptev Sea,psnr,25.45724511146545,30,1d
convlstm,Laptev Sea,ssim,0.9028010884920756,30,1d
convlstm,Laptev Sea,iou,0.859766536206007,30,1d
convlstm,Laptev Sea,bin_accuracy,0.9800209999084472,30,1d
convlstm,Sea of Japan,mae,0.0044588870904893,30,1d
convlstm,Sea of Japan,rmse,0.0274047495184883,30,1d
convlstm,Sea of Japan,psnr,-inf,30,1d
convlstm,Sea of Japan,ssim,0.9551870445410412,30,1d
convlstm,Sea of Japan,iou,0.359858924181511,30,1d
convlstm,Sea of Japan,bin_accuracy,0.9928877621889114,30,1d
convlstm,Barents Sea,mae,0.0720173108466397,90,1d
convlstm,Barents Sea,rmse,0.178619472905137,90,1d
convlstm,Barents Sea,psnr,15.355315552634757,90,1d
convlstm,Barents Sea,ssim,0.6786680531227726,90,1d
convlstm,Barents Sea,iou,0.6495581335719974,90,1d
convlstm,Barents Sea,bin_accuracy,0.9251091372007612,90,1d
convlstm,Chukchi Sea,mae,0.1127483446622031,90,1d
convlstm,Chukchi Sea,rmse,0.2012917056936642,90,1d
convlstm,Chukchi Sea,psnr,15.259479912944224,90,1d
convlstm,Chukchi Sea,ssim,0.6765371874831189,90,1d
convlstm,Chukchi Sea,iou,0.6344319597562045,90,1d
convlstm,Chukchi Sea,bin_accuracy,0.9014364782421068,90,1d
convlstm,Kara Sea,mae,0.1017429325858066,90,1d
convlstm,Kara Sea,rmse,0.2356072805736256,90,1d
convlstm,Kara Sea,psnr,13.206606691733176,90,1d
convlstm,Kara Sea,ssim,0.684208908163268,90,1d
convlstm,Kara Sea,iou,0.6744670120121419,90,1d
convlstm,Kara Sea,bin_accuracy,0.9085502098346578,90,1d
convlstm,Laptev Sea,mae,0.0359910387738511,90,1d
convlstm,Laptev Sea,rmse,0.1001392868572268,90,1d
convlstm,Laptev Sea,psnr,22.18198128185053,90,1d
convlstm,Laptev Sea,ssim,0.8601782811099086,90,1d
convlstm,Laptev Sea,iou,0.8501566231250763,90,1d
convlstm,Laptev Sea,bin_accuracy,0.971961350002508,90,1d
convlstm,Sea of Japan,mae,0.00739652794316122,90,1d
convlstm,Sea of Japan,rmse,0.044218523962551666,90,1d
convlstm,Sea of Japan,psnr,28.722818585099844,90,1d
convlstm,Sea of Japan,ssim,0.9247517311710051,90,1d
convlstm,Sea of Japan,iou,0.19185683556307837,90,1d
convlstm,Sea of Japan,bin_accuracy,0.987272738314223,90,1d
FH-Mamba,Barents Sea,bin_accuracy,0.910844549536705,52,1w
FH-Mamba,Barents Sea,iou,0.7043064882357916,52,1w
FH-Mamba,Barents Sea,mae,0.0727712449928124,52,1w
FH-Mamba,Barents Sea,mse,0.0282856790969769,52,1w
FH-Mamba,Barents Sea,psnr,15.532787084579468,52,1w
FH-Mamba,Barents Sea,rmse,0.1677179212371508,52,1w
FH-Mamba,Barents Sea,ssim,0.7305641919374466,52,1w
FH-Mamba,Chukchi Sea,bin_accuracy,0.9061557402213416,52,1w
FH-Mamba,Chukchi Sea,iou,0.82231933871905,52,1w
FH-Mamba,Chukchi Sea,mae,0.0833644432326157,52,1w
FH-Mamba,Chukchi Sea,mse,0.0318152328642706,52,1w
FH-Mamba,Chukchi Sea,psnr,15.15139881769816,52,1w
FH-Mamba,Chukchi Sea,rmse,0.1765927250186602,52,1w
FH-Mamba,Chukchi Sea,ssim,0.6916394333044688,52,1w
FH-Mamba,Sea of Japan,bin_accuracy,0.989317407210668,52,1w
FH-Mamba,Sea of Japan,iou,0.575613223016262,52,1w
FH-Mamba,Sea of Japan,mae,0.0062753295060247,52,1w
FH-Mamba,Sea of Japan,mse,0.0017728825526622,52,1w
FH-Mamba,Sea of Japan,psnr,27.60111792882284,52,1w
FH-Mamba,Sea of Japan,rmse,0.0416070024172465,52,1w
FH-Mamba,Sea of Japan,ssim,0.9477507869402568,52,1w
FH-Mamba,Kara Sea,bin_accuracy,0.914594625433286,52,1w
FH-Mamba,Kara Sea,iou,0.7846866101026535,52,1w
FH-Mamba,Kara Sea,mae,0.0773764637609322,52,1w
FH-Mamba,Kara Sea,mse,0.0266332624790569,52,1w
FH-Mamba,Kara Sea,psnr,15.77015264829,52,1w
FH-Mamba,Kara Sea,rmse,0.1629707564910253,52,1w
FH-Mamba,Kara Sea,ssim,0.718173568447431,52,1w
FH-Mamba,Laptev Sea,bin_accuracy,0.9504824380079904,52,1w
FH-Mamba,Laptev Sea,iou,0.8415165444215139,52,1w
FH-Mamba,Laptev Sea,mae,0.0432189516723156,52,1w
FH-Mamba,Laptev Sea,mse,0.013496255967766,52,1w
FH-Mamba,Laptev Sea,psnr,18.74743874867757,52,1w
FH-Mamba,Laptev Sea,rmse,0.1158421294142802,52,1w
FH-Mamba,Laptev Sea,ssim,0.8551571617523829,52,1w
FH-Mamba,Barents Sea,bin_accuracy,0.8692211359739304,6,1m
FH-Mamba,Barents Sea,iou,0.5688116699457169,6,1m
FH-Mamba,Barents Sea,mae,0.1049468889832496,6,1m
FH-Mamba,Barents Sea,mse,0.0532001378014683,6,1m
FH-Mamba,Barents Sea,psnr,12.744869947433472,6,1m
FH-Mamba,Barents Sea,rmse,0.2305983081459999,6,1m
FH-Mamba,Barents Sea,ssim,0.6588436365127563,6,1m
FH-Mamba,Barents Sea,bin_accuracy,0.9513673491477966,7,1d
FH-Mamba,Barents Sea,iou,0.785186423778534,7,1d
FH-Mamba,Barents Sea,mae,0.0415119180344045,7,1d
FH-Mamba,Barents Sea,mse,0.0106082606781274,7,1d
FH-Mamba,Barents Sea,psnr,20.995214057922365,7,1d
FH-Mamba,Barents Sea,rmse,0.0964996850788593,7,1d
FH-Mamba,Barents Sea,ssim,0.8363659787178039,7,1d
FH-Mamba,Barents Sea,bin_accuracy,0.872265895207723,12,1m
FH-Mamba,Barents Sea,iou,0.5953014691670736,12,1m
FH-Mamba,Barents Sea,mae,0.1031066278616587,12,1m
FH-Mamba,Barents Sea,mse,0.0517271310091018,12,1m
FH-Mamba,Barents Sea,psnr,12.86313819885254,12,1m
FH-Mamba,Barents Sea,rmse,0.227431779106458,12,1m
FH-Mamba,Barents Sea,ssim,0.6598354379336039,12,1m
FH-Mamba,Barents Sea,bin_accuracy,0.9342984371497984,30,1d
FH-Mamba,Barents Sea,iou,0.7212971207059797,30,1d
FH-Mamba,Barents Sea,mae,0.0559954553781474,30,1d
FH-Mamba,Barents Sea,mse,0.0186359548280931,30,1d
FH-Mamba,Barents Sea,psnr,18.293186258097165,30,1d
FH-Mamba,Barents Sea,rmse,0.1297568511523184,30,1d
FH-Mamba,Barents Sea,ssim,0.7910367973515244,30,1d
FH-Mamba,Barents Sea,bin_accuracy,0.9127279903207508,32,1w
FH-Mamba,Barents Sea,iou,0.7008093936102731,32,1w
FH-Mamba,Barents Sea,mae,0.0713604023413998,32,1w
FH-Mamba,Barents Sea,mse,0.0270956807902881,32,1w
FH-Mamba,Barents Sea,psnr,15.784664630889893,32,1w
FH-Mamba,Barents Sea,rmse,0.1635251002652304,32,1w
FH-Mamba,Barents Sea,ssim,0.7363768560545785,32,1w
FH-Mamba,Barents Sea,bin_accuracy,0.9189758736154308,90,1d
FH-Mamba,Barents Sea,iou,0.6629914208598758,90,1d
FH-Mamba,Barents Sea,mae,0.0668252125544392,90,1d
FH-Mamba,Barents Sea,mse,0.0247955887133012,90,1d
FH-Mamba,Barents Sea,psnr,16.441677508146867,90,1d
FH-Mamba,Barents Sea,rmse,0.1541693791747093,90,1d
FH-Mamba,Barents Sea,ssim,0.7462125508681587,90,1d
FH-Mamba,Chukchi Sea,bin_accuracy,0.8320496529340744,6,1m
FH-Mamba,Chukchi Sea,iou,0.6667503863573074,6,1m
FH-Mamba,Chukchi Sea,mae,0.1753825210034847,6,1m
FH-Mamba,Chukchi Sea,mse,0.1106890179216861,6,1m
FH-Mamba,Chukchi Sea,psnr,9.697283029556274,6,1m
FH-Mamba,Chukchi Sea,rmse,0.3300182148814201,6,1m
FH-Mamba,Chukchi Sea,ssim,0.5311959087848663,6,1m
FH-Mamba,Chukchi Sea,bin_accuracy,0.9564296927452088,7,1d
FH-Mamba,Chukchi Sea,iou,0.8398780262470246,7,1d
FH-Mamba,Chukchi Sea,mae,0.0427231354191899,7,1d
FH-Mamba,Chukchi Sea,mse,0.0082112008124822,7,1d
FH-Mamba,Chukchi Sea,psnr,21.89818214416504,7,1d
FH-Mamba,Chukchi Sea,rmse,0.0839806371927261,7,1d
FH-Mamba,Chukchi Sea,ssim,0.8636390810012817,7,1d
FH-Mamba,Chukchi Sea,bin_accuracy,0.8047606547673544,12,1m
FH-Mamba,Chukchi Sea,iou,0.6595416267712911,12,1m
FH-Mamba,Chukchi Sea,mae,0.1878037204345067,12,1m
FH-Mamba,Chukchi Sea,mse,0.1244132493933041,12,1m
FH-Mamba,Chukchi Sea,psnr,9.152965227762856,12,1m
FH-Mamba,Chukchi Sea,rmse,0.3507099250952403,12,1m
FH-Mamba,Chukchi Sea,ssim,0.5156352917353312,12,1m
FH-Mamba,Chukchi Sea,bin_accuracy,0.9347417159158676,30,1d
FH-Mamba,Chukchi Sea,iou,0.7650551673818807,30,1d
FH-Mamba,Chukchi Sea,mae,0.0580350935333179,30,1d
FH-Mamba,Chukchi Sea,mse,0.0156790951152855,30,1d
FH-Mamba,Chukchi Sea,psnr,19.57159315953489,30,1d
FH-Mamba,Chukchi Sea,rmse,0.1128215494367187,30,1d
FH-Mamba,Chukchi Sea,ssim,0.7779544677402153,30,1d
FH-Mamba,Chukchi Sea,bin_accuracy,0.9138701004641396,32,1w
FH-Mamba,Chukchi Sea,iou,0.818929408277784,32,1w
FH-Mamba,Chukchi Sea,mae,0.0758363982396466,32,1w
FH-Mamba,Chukchi Sea,mse,0.0274381557745592,32,1w
FH-Mamba,Chukchi Sea,psnr,15.972609656197683,32,1w
FH-Mamba,Chukchi Sea,rmse,0.1621559725276061,32,1w
FH-Mamba,Chukchi Sea,ssim,0.7117686399391719,32,1w
FH-Mamba,Chukchi Sea,bin_accuracy,0.9271467115568078,90,1d
FH-Mamba,Chukchi Sea,iou,0.7692457072112872,90,1d
FH-Mamba,Chukchi Sea,mae,0.0726436446866263,90,1d
FH-Mamba,Chukchi Sea,mse,0.0242736491060856,90,1d
FH-Mamba,Chukchi Sea,psnr,17.42720073202382,90,1d
FH-Mamba,Chukchi Sea,rmse,0.1453372976702192,90,1d
FH-Mamba,Chukchi Sea,ssim,0.7137966904951178,90,1d
FH-Mamba,Sea of Japan,bin_accuracy,0.9737197011709212,6,1m
FH-Mamba,Sea of Japan,iou,0.212359469383955,6,1m
FH-Mamba,Sea of Japan,mae,0.0147445842158049,6,1m
FH-Mamba,Sea of Japan,mse,0.0071824417682364,6,1m
FH-Mamba,Sea of Japan,psnr,20.915658473968502,6,1m
FH-Mamba,Sea of Japan,rmse,0.0844887942075729,6,1m
FH-Mamba,Sea of Japan,ssim,0.9015531241893768,6,1m
FH-Mamba,Sea of Japan,bin_accuracy,0.9926976046562196,7,1d
FH-Mamba,Sea of Japan,iou,0.387974974066019,7,1d
FH-Mamba,Sea of Japan,mae,0.0044538443692144,7,1d
FH-Mamba,Sea of Japan,mse,0.000897702781116,7,1d
FH-Mamba,Sea of Japan,psnr,-inf,7,1d
FH-Mamba,Sea of Japan,rmse,0.022687965478748,7,1d
FH-Mamba,Sea of Japan,ssim,0.9539046120643616,7,1d
FH-Mamba,Sea of Japan,bin_accuracy,0.9751439094543456,12,1m
FH-Mamba,Sea of Japan,iou,0.2379193007946014,12,1m
FH-Mamba,Sea of Japan,mae,0.0140716119979818,12,1m
FH-Mamba,Sea of Japan,mse,0.0069577580628295,12,1m
FH-Mamba,Sea of Japan,psnr,21.410303751627605,12,1m
FH-Mamba,Sea of Japan,rmse,0.0829401661952336,12,1m
FH-Mamba,Sea of Japan,ssim,0.9128078023592632,12,1m
FH-Mamba,Sea of Japan,bin_accuracy,0.9904973746323196,30,1d
FH-Mamba,Sea of Japan,iou,0.3161279549440521,30,1d
FH-Mamba,Sea of Japan,mae,0.0057989151281851,30,1d
FH-Mamba,Sea of Japan,mse,0.001599938744586,30,1d
FH-Mamba,Sea of Japan,psnr,-inf,30,1d
FH-Mamba,Sea of Japan,rmse,0.029828790016359,30,1d
FH-Mamba,Sea of Japan,ssim,0.9492983168265858,30,1d
FH-Mamba,Sea of Japan,bin_accuracy,0.9884173486913952,32,1w
FH-Mamba,Sea of Japan,iou,0.5307091346808842,32,1w
FH-Mamba,Sea of Japan,mae,0.006820265852314,32,1w
FH-Mamba,Sea of Japan,mse,0.0020314724180415,32,1w
FH-Mamba,Sea of Japan,psnr,27.592798505510604,32,1w
FH-Mamba,Sea of Japan,rmse,0.0431324073246547,32,1w
FH-Mamba,Sea of Japan,ssim,0.9416297674179076,32,1w
FH-Mamba,Sea of Japan,bin_accuracy,0.9896865533745808,90,1d
FH-Mamba,Sea of Japan,iou,0.4148118257522583,90,1d
FH-Mamba,Sea of Japan,mae,0.0060497719955848,90,1d
FH-Mamba,Sea of Japan,mse,0.0017742846305578,90,1d
FH-Mamba,Sea of Japan,psnr,31.2854351375414,90,1d
FH-Mamba,Sea of Japan,rmse,0.0327488804276546,90,1d
FH-Mamba,Sea of Japan,ssim,0.9431133161420407,90,1d
FH-Mamba,Kara Sea,bin_accuracy,0.8534302711486816,6,1m
FH-Mamba,Kara Sea,iou,0.6401456445455551,6,1m
FH-Mamba,Kara Sea,mae,0.1344148702919483,6,1m
